matcher,ntypes,max_len,lambda,wall,cpu,inferences
match_list,aux,3,1,0.06981301307678223,0.046875000000000056,263967
match_list,aux,3,1,0.046875,0.046875,263617
match_list,aux,3,1,0.0368959903717041,0.03125,263617
match_list,aux,3,1,0.034906864166259766,0.03125,263617
match_list,aux,3,1,0.03490710258483887,0.031249999999999944,263617
match_list,aux,5,1,0.06981492042541504,0.0625,569607
match_list,aux,5,1,0.11389493942260742,0.046875,569607
match_list,aux,5,1,0.06572699546813965,0.07812500000000011,569607
match_list,aux,5,1,0.06582498550415039,0.0625,569607
match_list,aux,5,1,0.06566095352172852,0.046875,569607
match_list,aux,10,1,0.1501481533050537,0.140625,1488391
match_list,aux,10,1,0.13588786125183105,0.12499999999999989,1488391
match_list,aux,10,1,0.15090203285217285,0.140625,1488391
match_list,aux,10,1,0.13072419166564941,0.12500000000000022,1488391
match_list,aux,10,1,0.1372828483581543,0.140625,1488391
match_list,aux,20,1,0.38123607635498047,0.3125,3578811
match_list,aux,20,1,0.31600403785705566,0.3124999999999998,3578811
match_list,aux,20,1,0.3394739627838135,0.328125,3578811
match_list,aux,20,1,0.3211050033569336,0.31250000000000044,3578811
match_list,aux,20,1,0.33324599266052246,0.328125,3578811
match_list,aux,30,1,0.543889045715332,0.53125,5809561
match_list,aux,30,1,0.5519208908081055,0.5156249999999996,5809561
match_list,aux,30,1,0.5504610538482666,0.546875,5809561
match_list,aux,30,1,0.5545749664306641,0.5468750000000009,5809561
match_list,aux,30,1,0.594275951385498,0.546875,5809561
match_list,aux,40,1,0.8213851451873779,0.828125,8092969
match_list,aux,40,1,0.802954912185669,0.78125,8092969
match_list,aux,40,1,0.8038089275360107,0.8124999999999991,8092969
match_list,aux,40,1,0.8136651515960693,0.78125,8092969
match_list,aux,40,1,0.8069639205932617,0.765625,8092969
match_list,aux,50,1,1.0973238945007324,1.1093750000000018,10376905
match_list,aux,50,1,1.104018211364746,1.0625,10376905
match_list,aux,50,1,1.088702917098999,1.09375,10376905
match_list,aux,50,1,1.0995268821716309,1.09375,10376905
match_list,aux,50,1,1.118185043334961,1.109375,10376905
match_list,aux,5,2,0.08131909370422363,0.078125,627978
match_list,aux,5,2,0.07282304763793945,0.078125,627978
match_list,aux,5,2,0.06981682777404785,0.0625,627978
match_list,aux,5,2,0.07398080825805664,0.078125,627978
match_list,aux,5,2,0.08022499084472656,0.078125,627978
match_list,aux,10,2,0.1822340488433838,0.1875,1557812
